source_token,source_lemma,target_rendering,block_id
ཉེས་ལྟུང,ཉེས་ལྟུང,过失堕罪,5-17
ཀུན,ཀུན,一切,5-17
ལུས་རྟེན་འདི,ལུས་རྟེན་འདི,此身,5-17
ལ,ལ,于,5-17
བྱང་ཞིང,བྱང་ཞིང,清净,5-17
དག་པ,དག་པ,净化,5-17
དང་,དང་,与,5-17
དེ་སྲིད,དེ་སྲིད,尔时,5-17
ཆོས་མཐུན་དཔལ,ཆོས་མཐུན་དཔལ,正法相应之福德,5-17
དང་,དང་,与,5-17
འཆི་མེད་ཀྱི,འཆི་མེད་ཀྱི,不死之,5-17
ཚེ་དབང,ཚེ་དབང,长寿自在,5-17
དངོས་གྲུབ,དངོས་གྲུབ,悉地,5-17
སྩོལ་ཞིག,སྩོལ་ཞིག,请赐予,5-17
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-17
རྨི་ལམ་དུ,རྨི་ལམ་དུ,梦中,5-18
ཡང,ཡང,亦,5-18
བྱང་ཆུབ་མཆོག་གི་སེམས,བྱང་ཆུབ་མཆོག་གི་སེམས,无上菩提心,5-18
མི་ཉམས,མི་ཉམས,不退失,5-18
བདུད་ཀྱི་ལས་ཀུན,བདུད་ཀྱི་ལས་ཀུན,一切魔业,5-18
ཡོངས་སྤངས,ཡོངས་སྤངས,断除,5-18
སྒོ་གསུམ,སྒོ་གསུམ,三门,5-18
བྱ་བ་ཅི་བགྱིས,བྱ་བ་ཅི་བགྱིས,所作诸行,5-18
བསྟན་འགྲོ་ཡི,བསྟན་འགྲོ་ཡི,教化众生之,5-18
ཕན་བདེའི,ཕན་བདེའི,利乐,5-18
ཟུངས་སུ,ཟུངས་སུ,增益于,5-18
སྤེལ་ཞིག,སྤེལ་ཞིག,请令增长,5-18
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-18
ཆོས་བརྒྱད,ཆོས་བརྒྱད,八法,5-19
ཚེ་འདིའི,ཚེ་འདིའི,此生之,5-19
རྣམ་གཡེངས,རྣམ་གཡེངས,散乱,5-19
རབ་སྤངས་ནས,རབ་སྤངས་ནས,彻底舍弃后,5-19
བས་མཐའི་ནགས་སུ,བས་མཐའི་ནགས་སུ,边地林间,5-19
བར་གཅོད,བར་གཅོད,障碍,5-19
མ་མཆིས་པར,མ་མཆིས་པར,无有,5-19
སྒྲུབ་ལ,སྒྲུབ་ལ,修行于,5-19
སྙིང་པོར,སྙིང་པོར,心要为,5-19
དྲིལ་བས,དྲིལ་བས,归结后,5-19
ཚེ་འདི་རུ,ཚེ་འདི་རུ,此生于,5-19
མི་ལུས,མི་ལུས,人身,5-19
དོན་ལྡན,དོན་ལྡན,具足实义,5-19
མཛོད་ཅིག,མཛོད་ཅིག,请令,5-19
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-19
བདག་གིས,བདག་གིས,我,5-20
ད་ལྟ,ད་ལྟ,当下,5-20
མྱོང་བའི,མྱོང་བའི,所受之,5-20
དུཿཁ་འདིས,དུཿཁ་འདིས,此苦,5-20
འགྲོ་བ་ཀུན་གྱི,འགྲོ་བ་ཀུན་གྱི,一切众生之,5-20
སྡུག་བསྔལ,སྡུག་བསྔལ,苦,5-20
རྒྱུ,རྒྱུ,因,5-20
དང་,དང་,与,5-20
འབྲས,འབྲས,果,5-20
མྱུར་ཏུ,མྱུར་ཏུ,迅速,5-20
ཟད་ནས,ཟད་ནས,消尽后,5-20
ཕྱིན་ཆད,ཕྱིན་ཆད,从今往后,5-20
བདག་གཞན་ཀུན,བདག་གཞན་ཀུན,我与他一切,5-20
བདེ་ནས,བདེ་ནས,安乐从,5-20
བདེ་བར,བདེ་བར,安乐向,5-20
ཁྲིད་ཅིག,ཁྲིད་ཅིག,请引导,5-20
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-20
ཕན་བདེའི་འབྱུང་གནས,ཕན་བདེའི་འབྱུང་གནས,利乐之源泉,5-21
རྒྱལ་བའི,རྒྱལ་བའི,佛陀,5-21
བསྟན་པ,བསྟན་པ,教法,5-21
མཆོག,མཆོག,无上,5-21
ནུབ་མེད,ནུབ་མེད,不隐没,5-21
ཕྱོགས་བཅུ,ཕྱོགས་བཅུ,十方,5-21
ཀུན་ཏུ,ཀུན་ཏུ,一切于,5-21
དརཞིང,དརཞིང,弘扬,5-21
རྒྱས,རྒྱས,广大,5-21
དེ་འཛིན,དེ་འཛིན,彼持,5-21
སྐྱེས་ཆེན་དམ་པ,སྐྱེས་ཆེན་དམ་པ,大德,5-21
མ་ལུས་པའི,མ་ལུས་པའི,无余,5-21
སྐུ་ཚེ,སྐུ་ཚེ,寿命,5-21
རིང་དུ,རིང་དུ,长久,5-21
སྲིངས་ཤིག,སྲིངས་ཤིག,请延展,5-21
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-21
ཁྱད་པར,ཁྱད་པར,殊胜,5-22
ངེས་དོན་སྙིང་པོ,ངེས་དོན་སྙིང་པོ,了义心要,5-22
ཟབ་མོའི་དོན,ཟབ་མོའི་དོན,深义,5-22
འགྲོ་ཀུན,འགྲོ་ཀུན,一切众生,5-22
རྣ་བར,རྣ་བར,耳中,5-22
འབབ་པའི,འབབ་པའི,入之,5-22
སྐལ་བཟང་ལྡན,སྐལ་བཟང་ལྡན,福缘具足,5-22
དེ་ལ,དེ་ལ,于彼,5-22
དགའ་བའི,དགའ་བའི,随喜之,5-22
ལྷ,ལྷ,天,5-22
ཀླུ,ཀླུ,龙,5-22
གནོད་སྦྱིན་ཚོགས,གནོད་སྦྱིན་ཚོགས,夜叉众,5-22
དབུ་འཕང,དབུ་འཕང,威望,5-22
དགུང་དུ,དགུང་དུ,苍穹于,5-22
བསྟོད་ཅིག,བསྟོད་ཅིག,请赞扬,5-22
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-22
རྒྱལ་ཁམས,རྒྱལ་ཁམས,国土,5-23
ཀུན་ཏུ,ཀུན་ཏུ,一切于,5-23
མི་བདེའི་མིང,མི་བདེའི་མིང,苦难之名,5-23
མེད,མེད,无,5-23
ཚེ,ཚེ,寿命,5-23
བསོད,བསོད,福德,5-23
དཔལ,དཔལ,光华,5-23
རྒྱས,རྒྱས,增长,5-23
བསྟན་ལ,བསྟན་ལ,教法于,5-23
གུས་པ,གུས་པ,恭敬,5-23
སོགས,སོགས,等,5-23
རྫོགས་ལྡན་བདེ་སྐྱིད,རྫོགས་ལྡན་བདེ་སྐྱིད,圆满福乐,5-23
ནོར་བུའི,ནོར་བུའི,如意宝之,5-23
སྤྲིན་ཆེན,སྤྲིན་ཆེན,大云,5-23
ལས,ལས,从,5-23
འདོད་རྒུའི,འདོད་རྒུའི,一切所愿,5-23
ཆར་པ,ཆར་པ,甘霖,5-23
ཕོབ་ཅིག,ཕོབ་ཅིག,请降下,5-23
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-23
རྒྱལ་བའི་བསྟན,རྒྱལ་བའི་བསྟན,佛陀教法,5-24
དང་,དང་,与,5-24
སེམས་ཅན,སེམས་ཅན,众生,5-24
བདེ་སྐྱིད,བདེ་སྐྱིད,安乐,5-24
ལ,ལ,于,5-24
རྣམ་པར་འཚེ་བའི,རྣམ་པར་འཚེ་བའི,加害,5-24
མི,མི,人,5-24
དང་,དང་,与,5-24
མི་མ་ཡིན,མི་མ་ཡིན,非人,5-24
བསམ་སྦྱོར,བསམ་སྦྱོར,意乐加行,5-24
ལོག་པར,ལོག་པར,邪僻,5-24
ཞུགས་པའི,ཞུགས་པའི,入之,5-24
ཚང་ཚིང་ཀུན,ཚང་ཚིང་ཀུན,丛林一切,5-24
མཐུ་སྟོབས,མཐུ་སྟོབས,威猛之力,5-24
མེ་ལྕེས,མེ་ལྕེས,烈焰,5-24
སྲེགས་ཤིག,སྲེགས་ཤིག,请焚毁,5-24
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-24
མཁའ་མཉམ་མ་རྣམས,མཁའ་མཉམ་མ་རྣམས,虚空般无边众生,5-25
དུས་མིན་འཆི,དུས་མིན་འཆི,非时死,5-25
སོགས,སོགས,等,5-25
ཀྱི,ཀྱི,之,5-25
འཇིགས་བྲལ,འཇིགས་བྲལ,怖畏离,5-25
དགེ་བཅུའི་དཔལ,དགེ་བཅུའི་དཔལ,十善之光华,5-25
ལ,ལ,于,5-25
ངང་གིས,ངང་གིས,自然而,5-25
སྤྱོད,སྤྱོད,安住,5-25
དཀོན་མཆོག,དཀོན་མཆོག,三宝,5-25
བསླབ་པའི་གཞིར,བསླབ་པའི་གཞིར,学处为基,5-25
འགྲོགས,འགྲོགས,依止,5-25
ཐར་པ་ཡི,ཐར་པ་ཡི,解脱之,5-25
ཁ་ལོ,ཁ་ལོ,舵,5-25
གྱེན་དུ,གྱེན་དུ,高处向,5-25
སྒྱུར་ཞིག,སྒྱུར་ཞིག,请转动,5-25
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-25
ཁྱད་པར,ཁྱད་པར,特别,5-26
བདག,བདག,我,5-26
དང་,དང་,与,5-26
བདག་ལ་ལྟོས་བཅས་རྣམས,བདག་ལ་ལྟོས་བཅས་རྣམས,依附于我者众,5-26
རྣམ་ཀུན,རྣམ་ཀུན,一切种,5-26
བར་ཆད,བར་ཆད,违缘,5-26
དབང་དུ,དབང་དུ,权下,5-26
མི་འགྲོ་བར,མི་འགྲོ་བར,不入,5-26
ཚེ,ཚེ,寿命,5-26
དང་,དང་,与,5-26
སྒྲུབ་པ,སྒྲུབ་པ,修持,5-26
མཐར་ཕྱིན,མཐར་ཕྱིན,究竟,5-26
རྟག་བརྟན,རྟག་བརྟན,恒常坚固,5-26
གྱི,གྱི,之,5-26
སྲོག་གི,སྲོག་གི,生命之,5-26
ཀ་བ,ཀ་བ,柱,5-26
ཚུགས་ཤིག,ཚུགས་ཤིག,请竖立,5-26
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-26
འདི་ཕྱི་ཀུན་ཏུ,འདི་ཕྱི་ཀུན་ཏུ,今生来世一切于,5-27
བློ་གཏད་བཅས་པའི,བློ་གཏད་བཅས་པའི,托付,5-27
ལྷ,ལྷ,本尊,5-27
དུས་གསུམ,དུས་གསུམ,三世,5-27
རྒྱལ་བའི་ཡུམ,རྒྱལ་བའི་ཡུམ,诸佛之母,5-27
གྱུར,གྱུར,成,5-27
བཅོམ་ལྡན་མས,བཅོམ་ལྡན་མས,世尊,5-27
སྨོན་པའི་འབྲས་བུ,སྨོན་པའི་འབྲས་བུ,所愿之果,5-27
གྲུབ་པར,གྲུབ་པར,成就,5-27
མ་མཛད་ན,མ་མཛད་ན,不令若,5-27
སྐྱབས་གཞན,སྐྱབས་གཞན,其他皈依,5-27
བདག་ལ,བདག་ལ,我于,5-27
མེད་དོ,མེད་དོ,无,5-27
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-27
ཐོག་མེད་དུས་ནས,ཐོག་མེད་དུས་ནས,无始时从,5-28
ཚོགས་གཉིས,ཚོགས་གཉིས,二资,5-28
བསྒྲུབས་པའི,བསྒྲུབས་པའི,积聚,5-28
སྟོབས,སྟོབས,威力,5-28
བསམ་གྱིས་མི་ཁྱབ,བསམ་གྱིས་མི་ཁྱབ,不可思议,5-28
ནམ་མཁའི་སྐུ,ནམ་མཁའི་སྐུ,虚空身,5-28
བརྙེས་པས,བརྙེས་པས,证得,5-28
རྩེ་གཅིག,རྩེ་གཅིག,一心,5-28
གདུང་བས,གདུང་བས,渴仰,5-28
གསོལ་བ་འདེབས,གསོལ་བ་འདེབས,祈请,5-28
ལགས་ན,ལགས་ན,我如是,5-28
བྱིན་རླབས,བྱིན་རླབས,加持,5-28
ཐུགས་རྗེ,ཐུགས་རྗེ,慈悲,5-28
མ་ཆུང,མ་ཆུང,勿减损,5-28
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-28
ཆུ་སྐྱེས,ཆུ་སྐྱེས,莲花,5-29
དབུས་ན,དབུས་ན,中央,5-29
སྟོན་ཟླ་རྒྱས་པའི་སྐུ,སྟོན་ཟླ་རྒྱས་པའི་སྐུ,秋月圆满之身,5-29
རྡོ་རྗེ་བདེ་བའི,རྡོ་རྗེ་བདེ་བའི,金刚喜乐之,5-29
ལང་ཚོ,ལང་ཚོ,青春,5-29
ཤིན་ཏུ,ཤིན་ཏུ,极其,5-29
རྫོགས,རྫོགས,圆满,5-29
དྲི་མེད,དྲི་མེད,无垢,5-29
འོད་ཀྱི་དཀྱིལ་འཁོར,འོད་ཀྱི་དཀྱིལ་འཁོར,光明坛城,5-29
མཐའ་ཀླས་པས,མཐའ་ཀླས་པས,无边无际,5-29
ལས་བཞིའི,ལས་བཞིའི,四种,5-29
ཕྲིན་ལས,ཕྲིན་ལས,事业,5-29
སྩོལ་ཞིག,སྩོལ་ཞིག,请赐予,5-29
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-29
གང་ལ,གང་ལ,何,5-30
རེག་པས,རེག་པས,触碰即,5-30
ཆོས,ཆོས,法,5-30
ནོར,ནོར,财,5-30
འདོད,འདོད,欲,5-30
དང་,དང་,与,5-30
ཐར,ཐར,解脱,5-30
བསམ་རྒུ,བསམ་རྒུ,所愿,5-30
ཡིད་བཞིན,ཡིད་བཞིན,如意,5-30
འཇོ་བའི,འཇོ་བའི,满足之,5-30
མཆོག་སྦྱིན,མཆོག་སྦྱིན,胜施,5-30
གྱི,གྱི,之,5-30
ཕྱག་མཐིལ,ཕྱག་མཐིལ,手掌,5-30
བསོད་ནམས,བསོད་ནམས,福德,5-30
བརྒྱ,བརྒྱ,百,5-30
ལས,ལས,从,5-30
གྲུབ་པ་དེས,གྲུབ་པ་དེས,所成彼以,5-30
བདག་གི་སྤྱི་བོར,བདག་གི་སྤྱི་བོར,我头顶于,5-30
བྱུགས་ཤིག,བྱུགས་ཤིག,请涂抹,5-30
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-30
མཐེབ་སྲིན་བར་དུ,མཐེབ་སྲིན་བར་དུ,拇指与无名指间,5-31
རིན་ཆེན་སྡོང་བུའི,རིན་ཆེན་སྡོང་བུའི,珍宝茎之,5-31
རྩེར,རྩེར,尖上,5-31
ཡིད་འོང་པདྨ,ཡིད་འོང་པདྨ,悦意莲花,5-31
གསར་དུ,གསར་དུ,新,5-31
བཞད་པ,བཞད་པ,绽放,5-31
ལས,ལས,从,5-31
མཆོག་ཐུན,མཆོག་ཐུན,胜共,5-31
སྦྲང་རྩི,སྦྲང་རྩི,蜂蜜,5-31
ཅི་ཡང,ཅི་ཡང,一切,5-31
འཇོ་བ་དེས,འཇོ་བ་དེས,流淌出彼以,5-31
བདག་ཡིད,བདག་ཡིད,我心,5-31
སིམ་པ,སིམ་པ,欢喜,5-31
སྐྱེད་ཅིག,སྐྱེད་ཅིག,请令生,5-31
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-31
མུ་ཏིག་དྲྭ,མུ་ཏིག་དྲྭ,珍珠网,5-32
ཕྱེད,ཕྱེད,半,5-32
གསེར་གྱི་དྲིལ་ཆུང,གསེར་གྱི་དྲིལ་ཆུང,金质小铃,5-32
ཅན,ཅན,具,5-32
ལྷ་རྫས་རྒྱན,ལྷ་རྫས་རྒྱན,神圣装饰,5-32
སོགས,སོགས,等,5-32
རོལ་སྒེག,རོལ་སྒེག,曼妙姿态,5-32
རྣམ་པར་འཕྲུལ,རྣམ་པར་འཕྲུལ,幻化出,5-32
འཆར་ཁའི,འཆར་ཁའི,破晓之,5-32
གསེར་ཞུན,གསེར་ཞུན,熔金,5-32
གཟི་བརྗིད,གཟི་བརྗིད,光芒,5-32
སྟོང,སྟོང,万丈,5-32
འབར་བ,འབར་བ,炽燃,5-32
དད་པའི་མིག་སྔར,དད་པའི་མིག་སྔར,信心之目前,5-32
སྟོན་ཅིག,སྟོན་ཅིག,请显现,5-32
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-32
རབ་འབྱམས་ཞིང,རབ་འབྱམས་ཞིང,无边刹土,5-33
ན,ན,于,5-33
ངལ་གསོ,ངལ་གསོ,安息,5-33
སྦྱིན་པའི,སྦྱིན་པའི,赐予之,5-33
ཕུལ,ཕུལ,尊,5-33
ཟག་མེད,ཟག་མེད,无垢,5-33
ཟླ་བ་རྒྱས་པའི,ཟླ་བ་རྒྱས་པའི,圆满月,5-33
རྒྱབ་ཡོལ་ཅན,རྒྱབ་ཡོལ་ཅན,背倚具,5-33
མི་ཤིགས,མི་ཤིགས,不坏,5-33
རྡོ་རྗེའི,རྡོ་རྗེའི,金刚之,5-33
སྐྱིལ་མོ་ཀྲུང་བཅས་པ,སྐྱིལ་མོ་ཀྲུང་བཅས་པ,跏趺坐具,5-33
སྤྱི་གཙུག,སྤྱི་གཙུག,头顶,5-33
རྒྱན་དུ,རྒྱན་དུ,庄严为,5-33
བཞུགས་ཤིག,བཞུགས་ཤིག,请安住,5-33
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-33
ཆོས,ཆོས,法,5-34
གསུང,གསུང,语,5-34
ཚངས་པའི་དབྱངས་ཀྱིས,ཚངས་པའི་དབྱངས་ཀྱིས,梵音以,5-34
ཟབ་པ,ཟབ་པ,深,5-34
དང་,དང་,与,5-34
རྒྱ་ཆེ,རྒྱ་ཆེ,广大,5-34
རྒྱུན་མི་འཆད,རྒྱུན་མི་འཆད,相续不断,5-34
སྟོན,སྟོན,宣说,5-34
སྒྲིབ་གསུམ,སྒྲིབ་གསུམ,三障,5-34
གྱི,གྱི,之,5-34
དྲྭ་བ,དྲྭ་བ,网,5-34
ཀུན,ཀུན,一切,5-34
བཅད,བཅད,断,5-34
ཀུན་ཀྱང,ཀུན་ཀྱང,一切亦,5-34
བྱང་ཆུབ་ཀྱི,བྱང་ཆུབ་ཀྱི,菩提之,5-34
རྒྱལ་སར,རྒྱལ་སར,胜位,5-34
དབུགས་དབྱུང,དབུགས་དབྱུང,慰藉,5-34
སྩོལ་ཞིག,སྩོལ་ཞིག,请赐予,5-34
རྗེ་བཙུན་མ,རྗེ་བཙུན་མ,圣母,5-34
མདོར་ན,མདོར་ན,总之,5-35
སྐྱབས་ཀྱི་སྙིང་པོ,སྐྱབས་ཀྱི་སྙིང་པོ,皈依之核心,5-35
ཁྱོད,ཁྱོད,您,5-35
ཡིན་པས,ཡིན་པས,是故,5-35
བྱང་ཆུབ,བྱང་ཆུབ,菩提,5-35
མ་ཐོབ་བར་དུ,མ་ཐོབ་བར་དུ,未证之前,5-35
རྟག་པར,རྟག་པར,恒常,5-35
བདག,བདག,我,5-35
བར་གཅོད་བདུད་ཀྱི,བར་གཅོད་བདུད་ཀྱི,障碍魔,5-35
དབང་དུ,དབང་དུ,权下,5-35
མི་བཏང་བར,མི་བཏང་བར,不令入,5-35
དོན་གཉིས,དོན་གཉིས,二利,5-35
མཐའ་རུ་ཕྱིན་པའི,མཐའ་རུ་ཕྱིན་པའི,究竟成办之,5-35
བཀའ་དྲིན,བཀའ་དྲིན,恩典,5-35
སྩོལ,སྩོལ,请赐,5-35
ཨོཾ་གྱིས,ཨོཾ་གྱིས,唵以,6-2
ཐར,ཐར,解脱,6-2
དང་,དང་,与,6-2
འདོད་རྒུའི་ནོར,འདོད་རྒུའི་ནོར,所欲之财宝,6-2
སྟེར,སྟེར,赐予,6-2
དཔལ,དཔལ,吉祥,6-2
དང་,དང་,与,6-2
གཡང་སོགས,གཡང་སོགས,福德等,6-2
སྐལ་པ་བཟང་པོས,སྐལ་པ་བཟང་པོས,善妙机缘以,6-2
སྲིད་ཞིར,སྲིད་ཞིར,世间与寂灭,6-2
སྨན་མཛད,སྨན་མཛད,利益,6-2
གསང་བ་གསུམ་བདག,གསང་བ་གསུམ་བདག,身语意三密主,6-2
མཆོག་སྦྱིན,མཆོག་སྦྱིན,胜法,6-2
འཕགས་མ,འཕགས་མ,圣母,6-2
ཡུམ,ཡུམ,母,6-2
ལ,ལ,于,6-2
འདུད་དོ,འདུད་དོ,顶礼,6-2
ཏཱ་རེ,ཏཱ་རེ,塔瑞,6-3
ཐུགས་བསྐྱེད,ཐུགས་བསྐྱེད,菩提心,6-3
རིན་ཆེན་གྲུ་བོས,རིན་ཆེན་གྲུ་བོས,珍宝法船以,6-3
འཁོར་བ,འཁོར་བ,轮回,6-3
ངན་སོང,ངན་སོང,恶趣,6-3
སྡུག་བསྔལ་མཚོ,སྡུག་བསྔལ་མཚོ,苦海,6-3
ལས,ལས,从,6-3
མཁའ་མཉམ,མཁའ་མཉམ,虚空般无边,6-3
ཡིད་ཅན,ཡིད་ཅན,有情,6-3
རྟག་ཏུ,རྟག་ཏུ,恒常,6-3
སྒྲོལ་བའི,སྒྲོལ་བའི,救度之,6-3
རྗེ་བཙུན་སྒྲོལ་མ,རྗེ་བཙུན་སྒྲོལ་མ,圣救度母,6-3
ཡུམ,ཡུམ,母,6-3
ལ,ལ,于,6-3
འདུད་དོ,འདུད་དོ,顶礼,6-3
ཏུཏྟཱ་རེ་ཞེས,ཏུཏྟཱ་རེ་ཞེས,嘟嘟塔瑞,6-4
བྱིན་རླབས,བྱིན་རླབས,加持,6-4
བདུད་རྩིས,བདུད་རྩིས,甘露以,6-4
འཇིགས་བཅས,འཇིགས་བཅས,怖畏,6-4
རྒུད་པའི,རྒུད་པའི,衰损之,6-4
ཚ་གདུང,ཚ་གདུང,热恼,6-4
བསལ་ནས,བསལ་ནས,消除,6-4
ཕན་བདེའི་པདྨོ,ཕན་བདེའི་པདྨོ,利乐莲花,6-4
རྒྱས་པར,རྒྱས་པར,盛开,6-4
མཛད་པའི,མཛད་པའི,令者,6-4
གདུང་བ་སྐྱོབ་མ,གདུང་བ་སྐྱོབ་མ,救护苦难,6-4
ཡུམ,ཡུམ,母,6-4
ལ,ལ,于,6-4
འདུད་དོ,འདུད་དོ,顶礼,6-4
ཏུ་རེ,ཏུ་རེ,嘟瑞,6-5
ཁྱོད་ཞབས,ཁྱོད་ཞབས,您足,6-5
དྲན་པའི,དྲན་པའི,忆念之,6-5
མོད་ནས,མོད་ནས,刹那从,6-5
གང་འདུལ,གང་འདུལ,随顺调伏,6-5
མཚན་དང་སྐུ་ཡི,མཚན་དང་སྐུ་ཡི,名号与身,6-5
བཀོད་པས,བཀོད་པས,示现以,6-5
བདག་ལྟའི,བདག་ལྟའི,我等之,6-5
ཕོངས་པ,ཕོངས་པ,贫乏,6-5
ཀུན་ལས,ཀུན་ལས,一切从,6-5
སྲུང་བའི,སྲུང་བའི,守护之,6-5
ཐུགས་རྗེ་མྱུར་མ,ཐུགས་རྗེ་མྱུར་མ,大悲迅疾,6-5
ཡུམ,ཡུམ,母,6-5
ལ,ལ,于,6-5
འདུད་དོ,འདུད་དོ,顶礼,6-5
སྭཱ་ཧཱ,སྭཱ་ཧཱ,娑婆诃,6-6
ཕྲིན་ལས་རྫོགས་ལྡན,ཕྲིན་ལས་རྫོགས་ལྡན,圆满事业,6-6
སྤྲིན་གྱིས,སྤྲིན་གྱིས,云以,6-6
དགེ་ལེགས་ནོར་བུའི,དགེ་ལེགས་ནོར་བུའི,福德吉祥,6-6
གྲུ་ཆར,གྲུ་ཆར,珍宝甘露雨,6-6
འབེབས་པས,འབེབས་པས,降下,6-6
ཁམས་གསུམ་འགྲོ་ཀུན,ཁམས་གསུམ་འགྲོ་ཀུན,三界一切众生,6-6
དབུགས་འབྱིན,དབུགས་འབྱིན,慰藉,6-6
སྩོལ་བའི,སྩོལ་བའི,赐予之,6-6
ཡིད་བཞིན་འཁོར་ལོ,ཡིད་བཞིན་འཁོར་ལོ,如意轮,6-6
ཡུམ,ཡུམ,母,6-6
ལ,ལ,于,6-6
འདུད་དོ,འདུད་དོ,顶礼,6-6
མདོར་ན,མདོར་ན,总之,6-7
སྲས་བཅས་རྒྱལ་བ,སྲས་བཅས་རྒྱལ་བ,佛子与诸佛,6-7
ཡོངས་ཀྱི,ཡོངས་ཀྱི,一切之,6-7
ཡེ་ཤེས,ཡེ་ཤེས,智慧,6-7
གཅིག་བསྡུས,གཅིག་བསྡུས,总集,6-7
འཕགས་མ,འཕགས་མ,圣母,6-7
ཁྱོད་ལ,ཁྱོད་ལ,于您,6-7
སྙིང་ནས,སྙིང་ནས,内心从,6-7
གུས་པས,གུས་པས,虔诚以,6-7
གསོལ་བ་འདེབས་སོ,གསོལ་བ་འདེབས་སོ,祈请,6-7
བྱང་ཆུབ་བར་དུ,བྱང་ཆུབ་བར་དུ,菩提之前,6-7
རྗེས་སུ་ཟུངས་ཤིག,རྗེས་སུ་ཟུངས་ཤིག,请摄受,6-7
དམ་ཆོས་སྒྲུབ་པའི,དམ་ཆོས་སྒྲུབ་པའི,正法修行,6-8
འགལ་རྐྱེན,འགལ་རྐྱེན,违缘,6-8
ཞི་ཞིང,ཞི་ཞིང,平息,6-8
ཚེ,ཚེ,寿命,6-8
བསོད,བསོད,福德,6-8
དཔལ་འབྱོར,དཔལ་འབྱོར,财富,6-8
རིག་དང,རིག་དང,智慧与,6-8
བརྩེ་བའི,བརྩེ་བའི,慈悲之,6-8
མཐུན་རྐྱེན་མ་ལུས,མཐུན་རྐྱེན་མ་ལུས,顺缘无余,6-8
ཕུན་སུམ་ཚོགས་པས,ཕུན་སུམ་ཚོགས་པས,圆满具足,6-8
དོན་གཉིས,དོན་གཉིས,二利,6-8
འགྲུབ་པར,འགྲུབ་པར,成就,6-8
བྱིན་གྱིས་རློབས་ཤིག,བྱིན་གྱིས་རློབས་ཤིག,请加持,6-8
ན་མོ་ཨཱརྻ་ཏཱ་ར་ཡེ,ན་མོ་ཨཱརྻ་ཏཱ་ར་ཡེ,南无阿利亚塔拉耶,7-1
གང་གི་ཐུགས་རྗེ,གང་གི་ཐུགས་རྗེ,何之慈悲,7-2
རྡུལ་བྲལ,རྡུལ་བྲལ,离垢,7-2
རིན་ཆེན་གྲུས,རིན་ཆེན་གྲུས,珍宝舟,7-2
སྲིད་དང་ཞི་བའི,སྲིད་དང་ཞི་བའི,有寂之,7-2
ཆུ་གཏེར,ཆུ་གཏེར,海,7-2
ལས,ལས,从,7-2
བསྒྲལ་ནས,བསྒྲལ་ནས,渡已,7-2
བྱང་ཆུབ་སྙིང་པོའི་གྲོང་དུ,བྱང་ཆུབ་སྙིང་པོའི་གྲོང་དུ,菩提心之城于,7-2
དབུགས་འབྱིན་པའི,དབུགས་འབྱིན་པའི,安抵令之,7-2
འཕགས་མ,འཕགས་མ,圣母,7-2
ཡིད་བཞིན་འཁོར་ལོར,ཡིད་བཞིན་འཁོར་ལོར,如意轮于,7-2
ཕྱག་འཚལ་ལོ,ཕྱག་འཚལ་ལོ,顶礼,7-2
ཚོགས་ཟུང་རྒྱ་མཚོ,ཚོགས་ཟུང་རྒྱ་མཚོ,二资粮海,7-3
བསྲུབས་པའི,བསྲུབས་པའི,修持所成,7-3
སྙིང་པོའི་ཕུལ,སྙིང་པོའི་ཕུལ,精髓,7-3
མཚན་དཔེའི་ཟླ་སྣང,མཚན་དཔེའི་ཟླ་སྣང,相好之月光,7-3
ཡིད་ལ,ཡིད་ལ,心于,7-3
ཤར་ཙམ་གྱིས,ཤར་ཙམ་གྱིས,浮现仅以,7-3
ཚེ་དང་ཡེ་ཤེས,ཚེ་དང་ཡེ་ཤེས,长寿与智慧,7-3
ངལ་འཚོ,ངལ་འཚོ,慰藉,7-3
སྟེར་མཛད་པའི,སྟེར་མཛད་པའི,赐予之,7-3
འཕགས་མ,འཕགས་མ,圣母,7-3
ཡིད་བཞིན་འཁོར་ལོར,ཡིད་བཞིན་འཁོར་ལོར,如意轮于,7-3
